Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,fruit_length,Branch ,Comments
I4,13,3,n,0,0,2,0,
I4,14,1,c,1,5,37,0,
I4,14,2,c,1,20,72,0,
I4,14,3,c,1,14,56,0,
I4,14,4,hp,1,9,70,0,
I4,14,5,hp,1,1,69,0,
I4,14,6,hp,0,0,7,0,
I4,14,7,c,0,0,11,0,
I4,14,8,hp,1,1,53,0,
I4,14,9,c,0,0,9,0,
I4,14,10,hp,0,0,4,0,
I4,14,1,n,1,40,64,0,
I4,14,2,n,1,20,57,0,
I4,14,3,n,1,25,62,0,
I4,14,4,n,1,31,55,0,
I4,14,5,n,0,3,22,0,
I4,15,1,c,0,5,40,0,
I4,15,2,hp,1,7,43,0,
I4,15,3,hp,0,0,22,0,
I4,15,4,c,0,0,0,0,
I4,15,1,n,1,5,25,0,
I4,15,2,n,0,17,43,0,
I4,17,1,hp,0,21,45,0,
I4,17,2,hp,0,24,42,0,
I4,17,3,hp,0,15,44,0,
I4,17,4,c,0,17,40,0,
I4,17,5,c,0,4,51,0,
I4,17,6,c,0,8,28,0,
I4,17,7,hp,0,19,35,0,
I4,17,8,c,0,0,5,0,
I4,17,1,n,0,14,52,0,
I4,17,2,n,0,23,41,0,
I4,17,3,n,0,2,36,0,
I4,17,4,n,0,1,28,0,
I4,18,1,c,0,0,,0,
I4,18,2,c,0,0,0,0,
I4,18,3,hp,0,6,22,0,
I4,18,4,hp,0,0,0,0,
I4,18,5,hp,0,17,63,0,
I4,18,6,c,0,1,5,0,
I4,18,7,hp,0,8,50,0,
I4,18,8,c,0,0,0,0,
I4,19,1,c,0,25,51,0,
I4,19,2,c,0,2,16,0,
I4,19,3,c,0,11,55,0,
I4,19,4,c,0,29,58,0,
I4,19,5,hp,1,16,56,0,
I4,19,6,hp,1,17,55,0,
I4,19,7,hp,1,18,52,0,
I4,19,8,hp,1,12,59,0,
I4,19,9,c,1,4,55,0,
I4,19,10,hp,0,0,5,0,
I4,19,1,n,1,,62,0,
I4,19,2,n,1,,43,0,
I4,19,3,n,1,,25,0,
I4,19,4,n,1,,61,0,
I4,19,5,n,0,14,46,0,
I4,20,1,c,0,,,0,cut fruit
I4,20,2,hp,0,33,45,0,
I4,20,3,hp,0,36,40,0,
I4,20,4,c,0,0,0,0,
I4,20,5,c,0,0,0,0,
I4,20,1,n,1,,50,0,
I4,20,2,n,1,,37,0,
I4,20,3,n,1,,11,0,
I4,21,1,c,0,4,13,0,
I4,21,2,c,0,4,7,0,
I4,21,3,hp,0,3,20,0,
I4,21,4,c,0,3,6,0,
I4,21,1,n,1,31,71,0,
I4,21,2,n,1,26,55,0,
I4,21,3,n,0,2,8,0,
I4,22,1,hp,1,,,0,cut fruit
I4,22,2,c,0,0,0,0,
I4,22,3,c,1,,30,0,
I4,22,4,c,0,6,22,0,
I4,22,5,hp,1,,,0,cut fruit
I4,22,6,hp,1,3,22,0,
I4,22,1,n,1,24,46,0,
I4,22,2,n,0,35,54,0,
I4,22,3,n,0,10,27,0,
I4,24,1,c,1,21,57,1,
I4,24,2,hp,1,13,45,0,
I4,24,3,hp,1,31,61,1,
I4,24,4,c,0,5,23,1,
I4,24,5,hp,1,11,63,1,
I4,24,6,hp,1,24,64,1,
I4,24,7,c,1,25,57,1,
I4,24,8,c,1,5,51,1,
I4,24,9,hp,1,10,62,1,
I4,24,10,c,1,,27,1,
I4,24,1,n,0,19,31,0,
I4,24,2,n,0,10,29,0,
I4,24,3,n,0,22,43,0,
I4,24,4,n,0,15,37,0,
I4,24,5,n,0,10,32,0,
I4,25,1,c,1,5,35,0,
I4,25,2,hp,0,0,,0,
I4,25,3,c,0,0,,0,
I4,25,4,hp,0,0,,0,
I4,25,5,c,1,6,37,1,
I4,25,6,c,0,0,0,1,
I4,25,7,hp,0,0,0,1,
I4,25,8,hp,1,29,51,1,
I4,25,1,n,1,,26,0,
I4,25,2,n,1,12,45,0,
I4,25,3,n,1,4,46,0,
I4,25,4,n,1,,23,0,
I4,28,1,hp,1,,20,1,
I4,28,2,c,1,8,29,1,
I4,28,3,c,1,4,38,1,
I4,28,4,hp,1,2,16,1,
I4,28,1,n,1,,47,0,
I4,28,2,n,1,,49,0,
I4,29,1,hp,1,5,51,0,
I4,29,2,c,0,1,11,0,
I4,29,3,hp,1,,43,0,
I4,29,4,c,1,,30,0,
I4,29,5,c,1,12,32,0,
I4,29,6,c,1,14,52,0,
I4,29,1,n,1,,40,0,
I4,29,2,n,1,10,57,0,
I4,29,3,n,1,,32,0,
I4,29,4,n,1,2,18,0,
I4,30,1,hp,0,0,0,0,
I4,30,2,c,0,0,0,0,
I4,30,3,c,0,0,0,0,
I15,31,1,c,0,14,43,0,
I15,31,2,c,0,0,1,0,
I15,31,3,c,0,1,19,0,
I15,31,4,hp,1,,20,0,
I15,31,5,hp,1,,49,0,
I15,31,6,hp,0,24,52,0,
I15,31,7,hp,1,,55,0,
I15,31,8,c,1,12,53,0,
I15,31,9,hp,0,3,24,0,
I15,31,10,c,0,0,30,0,
I15,31,1,n,1,,30,0,
I15,31,2,n,1,18,48,0,
I15,31,3,n,1,15,54,0,
I15,31,4,n,0,0,0,0,
I15,31,5,n,0,0,0,0,
I15,32,1,hp,0,0,0,0,
I15,32,2,hp,0,0,17,0,
I15,32,3,c,0,22,48,0,
I15,32,4,hp,0,10,56,0,
I15,32,5,c,1,,43,0,
I15,32,6,c,1,,58,0,
I15,32,7,hp,0,10,33,0,
I15,32,8,c,0,3,24,0,
I15,32,9,c,0,,65,0,
I15,32,1,n,0,1,29,0,
I15,32,2,n,1,8,42,0,
I15,32,3,n,1,25,48,0,
I15,32,4,n,0,19,49,0,
I15,32,5,n,1,10,53,0,
I15,34,1,hp,1,,43,0,
I15,34,2,c,1,,55,0,
I15,34,3,hp,1,7,32,0,
I15,34,1,n,0,21,46,0,
I15,36,1,hp,1,11,30,0,
I15,36,2,hp,0,0,0,0,
I15,36,3,hp,0,0,2,0,
I15,36,4,hp,1,14,40,0,
I15,36,5,c,1,3,39,0,
I15,36,6,hp,1,,42,0,
I15,36,7,c,1,,24,0,
I15,36,8,c,1,2,17,0,
I15,36,1,n,0,0,0,0,
I15,36,2,n,0,1,7,0,
I15,36,3,n,0,2,24,0,
I15,37,1,hp,1,,44,0,
I15,37,2,hp,1,9,36,0,
I15,37,3,hp,1,8,46,0,
I15,37,4,c,1,,38,0,
I15,37,5,hp,1,,51,0,
I15,37,6,c,1,,57,0,
I15,37,1,n,0,0,0,0,
I15,37,2,n,0,10,42,0,
I15,38,1,c,0,11,32,0,
I15,38,2,hp,1,,11,0,
I15,38,3,hp,0,0,0,0,
I15,38,4,c,0,0,8,0,
I15,38,5,c,1,9,45,0,
I15,38,1,n,0,0,4,0,
I15,38,2,n,0,24,44,0,
I15,38,3,n,0,22,42,0,
I15,39,1,hp,1,,38,0,
I15,39,2,c,1,13,46,0,
I15,39,3,c,1,,49,0,
I15,39,4,hp,1,,46,0,
I15,39,5,hp,1,,44,0,
I15,39,6,c,1,,44,0,
I15,39,7,c,0,0,0,0,
I15,39,8,hp,1,,44,0,
I15,39,9,c,1,,27,0,
I15,39,10,hp,1,,45,0,
I15,39,1,n,1,,29,0,
I15,39,2,n,0,0,6,0,
I15,39,3,n,1,,50,0,
I15,39,4,n,0,0,0,0,
I15,39,5,n,1,8,48,0,
I15,41,1,c,1,20,39,0,
I15,41,2,hp,1,9,47,0,
I15,41,3,c,0,8,40,0,
I15,41,4,hp,1,20,59,0,
I15,41,5,hp,0,25,60,0,
I15,41,6,c,1,7,63,0,
I15,41,7,hp,1,12,59,0,
I15,41,8,c,0,5,31,0,
I15,41,9,hp,0,5,13,1,
I15,41,10,c,1,1,29,1,
I15,41,1,n,0,0,0,0,
I15,41,2,n,1,3,45,0,
I15,41,3,n,1,15,46,0,
I15,41,4,n,0,0,0,0,
I15,41,5,n,0,1,18,0,
I15,45,1,c,1,24,50,0,
I15,45,2,hp,1,22,52,0,
I15,45,3,c,0,28,53,0,
I15,45,4,c,1,23,51,0,
I15,45,5,hp,1,,56,0,
I15,45,6,hp,1,23,53,0,
I15,45,7,hp,1,,53,0,
I15,45,8,c,1,2,59,1,
I15,45,9,hp,0,25,52,1,
I15,45,10,c,0,31,54,1,
I15,45,1,n,0,0,0,0,
I15,45,2,n,1,29,59,0,
I15,45,3,n,1,23,58,0,
I15,45,4,n,0,24,54,0,
I15,45,5,n,0,0,4,0,
I15,46,1,hp,1,2,15,0,
I15,46,2,c,0,0,0,0,
I15,46,3,c,1,8,,0,
I15,46,4,hp,0,0,0,0,
I15,46,1,n,1,17,72,0,
I15,46,2,n,0,0,10,0,
I15,47,1,hp,0,0,3,0,
I15,47,2,c,1,,61,0,
I15,47,3,hp,0,19,45,0,
I15,47,4,c,0,22,62,0,
I15,47,5,c,0,0,0,1,
I15,47,6,hp,1,,58,1,
I15,47,1,n,0,17,46,0,
I15,47,2,n,0,4,12,0,
I15,47,3,n,0,13,36,0,
I15,48,1,c,0,13,22,0,
I15,48,2,hp,0,34,51,0,
I15,48,3,hp,0,32,52,0,
I15,48,4,c,0,39,62,0,
I15,48,5,hp,0,2,6,1,
I15,48,6,c,0,13,30,1,
I15,48,7,hp,0,5,10,1,
I15,48,8,c,0,1,,1,
I15,48,9,c,0,0,4,1,
I15,48,10,hp,0,6,18,1,
I15,48,1,n,1,,9,0,
I15,48,2,n,1,11,27,0,
I15,48,3,n,0,6,19,0,
I15,48,4,n,0,0,11,0,
I15,48,5,n,0,36,56,0,
I15,49,1,c,1,,51,0,
I15,49,2,hp,1,,53,0,
I15,49,3,c,1,8,45,1,
I15,49,4,hp,1,,47,1,
I15,49,5,c,1,14,42,1,
I15,49,6,hp,1,3,44,1,
I15,49,7,hp,1,14,39,1,
I15,49,8,c,1,4,39,1,
I15,49,9,hp,0,0,0,1,
I15,49,10,c,0,0,0,1,
I15,49,1,n,0,20,40,0,
I15,49,2,n,0,14,33,1,
I15,49,3,n,0,19,38,1,
I15,49,4,n,0,5,19,1,
I15,49,5,n,0,2,9,1,
I15,50,1,c,0,36,73,0,
I15,50,2,hp,1,27,64,0,
I15,50,3,c,1,3,57,0,
I15,50,4,hp,1,6,35,0,
I15,50,5,c,0,15,55,1,
I15,50,6,hp,1,8,57,1,
I15,50,7,c,0,0,4,1,
I15,50,8,c,1,38,61,1,
I15,51,1,hp,1,,,,cut fruit
I15,51,2,c,0,4,20,0,
I15,51,3,hp,0,0,0,0,
I15,51,4,hp,1,1,29,0,
I15,51,5,c,1,,,,cut fruit
I15,51,6,c,0,0,0,0,
I15,51,1,n,0,10,40,0,
I15,51,2,n,1,1,38,0,
I15,51,3,n,0,0,0,0,
I15,52,1,c,0,27,43,0,
I15,52,2,c,0,34,51,0,
I15,52,3,hp,0,35,64,0,
I15,52,4,c,0,35,64,0,
I15,52,5,hp,0,0,0,0,
I15,52,6,hp,0,9,29,0,
I15,52,7,c,0,36,66,0,
I15,52,8,hp,0,11,30,0,
I15,52,9,c,0,0,1,0,
I15,52,10,hp,0,16,35,1,
I15,52,11,c,0,26,44,1,
I15,52,1,n,0,31,38,0,
I15,52,2,n,0,17,37,0,
I15,52,3,n,0,39,46,0,
I15,52,4,n,1,27,49,0,
I15,52,5,n,0,38,49,0,
I15,52,6,n,0,20,32,0,
I15,53,1,c,0,33,41,0,
I15,53,2,hp,0,39,56,0,
I15,53,3,c,1,37,60,0,
I15,53,4,hp,0,42,60,0,
I15,53,5,c,0,19,50,0,
I15,53,6,hp,1,15,35,0,
I15,53,7,hp,0,0,0,1,
I15,53,8,c,0,29,55,1,
I15,53,1,n,0,3,12,0,
I15,53,2,n,0,14,29,0,
I15,53,3,n,0,42,68,0,
I15,53,4,n,0,26,45,1,
I15,54,1,c,0,27,44,0,
I15,54,2,c,1,20,45,0,
I15,54,3,hp,1,26,49,0,
I15,54,4,hp,1,21,58,0,
I15,54,5,hp,0,33,51,0,
I15,54,6,hp,0,21,43,0,
I15,54,7,hp,1,28,52,0,
I15,54,8,c,0,28,57,0,
I15,54,9,c,1,,,0,cut fruit
I15,54,10,c,1,32,55,0,
I15,54,1,n,1,29,43,0,
I15,54,2,n,1,26,43,0,
I15,54,3,n,1,21,50,0,
I15,54,4,n,1,18,40,0,
I15,54,5,n,1,20,38,0,
I15,55,1,c,0,2,13,0,
I15,55,2,hp,1,8,31,0,
I15,55,3,hp,1,15,39,0,
I15,55,4,c,1,21,40,0,
I15,55,5,c,1,24,45,0,
I15,55,6,hp,1,22,46,0,
I15,55,7,hp,1,19,43,0,
I15,55,8,c,1,17,44,0,
I15,55,1,n,0,6,16,0,
I15,55,2,n,0,24,37,0,
I15,55,3,n,1,17,36,0,
I15,55,4,n,1,15,43,0,
I15,56,1,c,1,,57,0,
I15,56,2,hp,0,18,41,0,
I15,56,3,hp,1,4,61,0,
I15,56,4,c,1,3,60,0,
I15,56,5,c,1,22,61,0,
I15,56,6,hp,1,24,60,0,
I15,56,7,hp,0,27,57,0,
I15,56,8,c,0,33,63,0,
I15,56,9,c,0,15,41,1,
I15,56,10,hp,0,8,27,1,
I15,56,1,n,1,4,28,0,
I15,56,2,n,0,19,45,0,
I15,56,3,n,0,28,56,0,
I15,56,4,n,0,37,57,0,
I15,56,5,n,0,0,0,0,
I15,57,1,c,0,0,1,0,
I15,57,2,hp,1,9,55,0,
I15,57,3,hp,1,,56,0,
I15,57,4,c,1,11,53,0,
I15,57,5,hp,1,27,49,0,
I15,57,6,c,1,23,53,0,
I15,57,7,c,0,7,22,1,
I15,57,8,hp,0,28,42,1,
I15,57,9,hp,1,34,59,0,
I15,57,1,n,1,20,38,0,
I15,57,2,n,1,33,63,0,
I15,57,3,n,0,30,56,0,
I15,57,4,n,1,25,51,1,
I15,58,1,hp,0,3,7,0,
I15,58,2,hp,0,0,0,0,
I15,58,3,c,1,6,29,0,
I15,58,4,c,0,,46,0,
I15,58,5,c,0,,47,0,
I15,58,6,hp,1,5,35,0,
I15,58,7,c,1,,29,1,
I15,58,8,hp,0,2,12,1,
I15,58,9,c,1,2,22,1,
I15,58,10,hp,1,,25,1,
I15,58,1,n,1,7,29,1,
I15,58,2,n,1,8,42,0,
I15,58,3,n,1,4,48,0,
I15,58,4,n,1,,37,0,
I15,58,5,n,0,3,31,0,
I15,59,1,c,0,40,67,0,
I15,59,2,hp,0,22,47,0,
I15,59,3,hp,0,0,0,0,
I15,59,4,c,0,0,0,0,
I15,59,1,n,0,8,23,0,
I15,59,2,n,0,29,55,0,
I15,60,1,c,0,12,45,0,
I15,60,2,hp,0,12,51,0,
I15,60,3,hp,1,14,50,0,
I15,60,4,c,0,15,39,0,
I15,60,1,n,0,8,25,0,
I15,60,2,n,0,,,0,cut fruit
I16,61,1,c,0,42,62,0,
I16,61,2,c,0,23,54,0,
I16,61,3,c,1,39,57,0,
I16,61,4,c,0,17,49,0,
I16,61,5,hp,1,40,60,0,
I16,61,6,hp,0,30,57,0,
I16,61,7,hp,0,27,55,0,
I16,61,8,hp,0,0,2,0,
I16,61,1,n,0,9,44,0,
I16,61,2,n,0,18,54,0,
I16,61,3,n,0,12,46,0,
I16,61,4,n,0,0,31,0,
I16,62,1,hp,1,26,55,0,
I16,62,2,c,1,15,44,0,
I16,62,3,hp,1,31,49,1,
I16,62,4,c,1,3,16,1,
I16,62,5,c,0,13,32,1,
I16,62,6,hp,1,6,30,1,
I16,62,1,n,0,25,53,0,
I16,62,2,n,0,4,20,0,
I16,62,3,n,0,16,38,0,
I16,64,1,c,1,7,55,0,
I16,64,2,hp,0,24,54,0,
I16,64,3,hp,1,,34,0,
I16,64,4,c,1,,52,1,
I16,64,5,hp,0,21,49,1,
I16,64,6,hp,1,5,44,1,
I16,64,7,c,0,1,10,1,
I16,64,1,n,0,13,40,0,
I16,64,2,n,1,9,33,1,
I16,64,3,n,0,0,7,1,
I16,65,1,c,0,0,0,0,
I16,65,2,hp,0,4,23,0,
I16,65,3,hp,1,9,33,0,
I16,65,4,c,0,1,10,0,
I16,65,5,c,0,0,3,0,
I16,65,1,n,0,12,37,0,
I16,65,2,n,0,8,35,0,
I16,65,3,n,0,2,25,0,
I16,66,1,hp,1,,64,0,
I16,66,2,hp,1,2,60,0,
I16,66,3,c,1,2,57,0,
I16,66,4,c,0,19,69,0,
I16,66,5,hp,1,8,67,0,
I16,66,6,hp,1,11,55,0,
I16,66,7,c,0,1,11,0,
I16,66,8,hp,0,0,8,0,
I16,66,9,c,0,0,0,0,
I16,67,1,c,1,9,60,0,
I16,67,2,c,1,,69,0,
I16,67,3,c,1,26,65,0,
I16,67,4,hp,1,4,55,0,
I16,67,5,hp,0,0,12,0,
I16,67,6,hp,1,23,61,0,
I16,67,7,hp,1,5,59,0,
I16,67,8,c,1,22,68,0,
I16,67,9,hp,1,11,56,0,
I16,67,10,c,0,0,11,0,
I16,68,1,c,1,2,52,0,
I16,68,2,c,1,,,0,cut fruit
I16,68,3,hp,1,,,0,cut fruit
I16,68,4,hp,0,9,25,0,
I16,68,5,hp,1,24,62,0,
I16,68,6,c,1,4,31,0,
I16,68,7,c,1,6,24,0,
I16,68,8,hp,1,38,65,0,
I16,68,9,c,1,29,62,0,
I16,69,1,c,1,14,59,0,
I16,69,2,c,1,21,58,0,
I16,69,3,c,0,18,62,0,
I16,69,4,hp,0,20,63,0,
I16,69,5,hp,1,25,58,0,
I16,69,6,hp,1,12,26,0,
I16,69,7,hp,0,0,5,0,
I16,69,1,n,0,33,60,0,
I16,69,2,n,0,18,44,0,
I16,69,3,n,0,23,51,0,
I16,70,1,c,1,11,57,0,
I16,70,2,c,1,,,0,cut fruit
I16,70,3,hp,1,2,41,0,
I16,70,4,c,1,,,0,cut fruit
I16,70,5,hp,1,1,59,0,
I16,70,1,n,1,,60,0,
I16,70,2,n,1,12,41,0,
I16,70,3,n,1,8,58,0,
I16,71,1,c,0,20,48,0,
I16,71,2,c,0,3,40,0,
I16,71,3,hp,0,6,24,0,
I16,71,4,hp,0,12,45,0,
I16,71,5,c,0,6,24,1,
I16,71,6,hp,0,11,35,1,
I16,71,7,hp,0,2,22,1,
I16,71,8,c,0,0,31,1,
I16,71,9,c,1,7,34,1,
I16,71,10,hp,1,,31,1,
I16,71,1,n,0,17,43,0,
I16,71,2,n,1,24,60,0,
I16,71,3,n,1,6,56,0,
I16,71,4,n,0,15,32,0,
I16,71,5,n,0,14,41,0,
I16,72,1,c,1,5,58,0,
I16,72,2,c,1,17,54,0,
I16,72,3,c,1,18,61,0,
I16,72,4,c,0,21,56,0,
I16,72,5,hp,1,5,58,0,
I16,72,6,hp,1,10,60,0,
I16,72,7,hp,1,18,58,0,
I16,72,8,hp,1,7,58,0,
I16,72,9,c,1,,33,0,
I16,72,10,hp,0,5,16,0,
I16,72,1,n,1,8,44,0,
I16,72,2,n,1,6,53,0,
I16,72,3,n,1,,60,0,
I16,72,4,n,0,8,31,0,
I16,72,5,n,0,5,22,0,
I16,73,1,c,1,20,44,0,
I16,73,2,hp,1,17,50,0,
I16,73,3,hp,1,19,49,0,
I16,73,4,hp,1,20,54,0,
I16,73,5,hp,0,21,49,0,
I16,73,6,c,1,2,32,0,
I16,73,7,c,1,1,25,0,
I16,73,8,c,1,17,48,0,
I16,73,9,c,0,0,6,0,
I16,73,10,hp,1,8,43,0,
I16,73,1,n,0,6,42,0,
I16,73,2,n,0,8,19,0,
I16,73,3,n,1,11,49,0,
I16,73,4,n,1,6,37,0,
I16,73,5,n,1,14,35,0,
I16,74,1,c,1,18,64,0,
I16,74,2,c,1,15,66,0,
I16,74,3,hp,1,14,61,0,
I16,74,4,hp,0,0,12,0,
I16,74,5,hp,1,20,62,0,
I16,74,6,c,1,18,43,0,
I16,74,7,hp,0,0,0,1,
I16,74,8,c,1,,40,1,
I16,74,1,n,0,7,38,0,
I16,74,2,n,0,27,59,0,
I16,74,3,n,0,42,71,0,
I16,74,4,n,0,22,50,0,
I16,75,1,hp,1,,39,0,
I16,75,2,hp,0,3,35,0,
I16,75,3,c,1,,28,0,
I16,75,4,c,1,3,40,0,
I16,75,5,hp,1,1,28,0,
I16,75,6,c,1,,28,1,
I16,75,7,hp,1,,22,1,
I16,75,8,c,1,,34,1,
I16,75,1,n,0,18,53,0,
I16,75,2,n,0,4,40,0,
I16,75,3,n,0,6,43,0,
I16,75,4,n,0,8,25,0,
I16,76,1,c,0,13,30,0,
I16,76,2,hp,1,9,48,0,
I16,76,3,hp,0,13,45,0,
I16,76,4,c,0,3,29,0,
I16,76,5,c,0,2,27,0,
I16,76,6,c,1,,,0,cut fruit
I16,76,7,hp,1,,33,0,
I16,76,8,hp,1,,25,0,
I16,76,1,n,1,6,49,0,
I16,76,2,n,1,1,24,0,
I16,76,3,n,0,11,44,0,
I16,76,4,n,0,6,22,0,
I16,77,1,hp,1,22,54,0,
I16,77,2,c,0,16,61,0,
I16,77,3,hp,1,2,51,0,
I16,77,4,c,1,3,48,0,
I16,77,5,c,0,1,24,1,
I16,77,6,hp,0,8,50,1,
I16,77,7,c,0,6,48,1,
I16,77,1,n,0,18,42,0,
I16,77,2,n,0,13,33,0,
I16,77,3,n,0,9,50,1,
I16,77,4,n,0,14,41,1,
I16,79,1,c,0,18,48,0,
I16,79,2,hp,0,3,27,0,
I16,79,3,hp,0,1,18,0,
I16,79,4,c,0,0,0,0,
I16,79,5,c,0,0,10,0,
I16,79,6,hp,0,0,9,0,
I16,79,1,n,0,27,47,0,
I16,79,2,n,0,5,29,0,
I16,79,3,n,0,22,37,0,
I16,80,1,c,1,12,58,0,
I16,80,2,c,1,6,52,0,
I16,80,3,hp,1,14,64,0,
I16,80,4,hp,1,,36,0,
I16,80,5,c,0,3,55,0,
I16,80,6,hp,1,2,56,0,
I16,80,1,n,0,8,48,0,
I16,80,2,n,0,21,46,0,
I16,80,3,n,0,2,27,0,
I16,82,1,hp,1,29,63,0,
I16,82,2,c,1,2,49,0,
I16,82,3,hp,0,19,51,0,
I16,82,4,c,1,8,43,0,
I16,82,5,c,1,24,56,0,
I16,82,6,c,1,1,52,1,
I16,82,7,hp,1,16,49,1,
I16,82,8,hp,0,32,55,1,
I16,82,9,c,0,23,50,1,
I16,82,1,n,0,37,75,0,
I16,82,2,n,0,44,71,0,
I16,82,3,n,0,11,30,0,
I16,82,4,n,1,10,34,1,
I16,82,5,n,0,22,61,1,
I16,83,1,hp,1,21,68,0,
I16,83,2,c,1,17,68,0,
I16,83,3,hp,1,24,64,0,
I16,83,4,c,1,,,0,cut fruit
I16,83,5,c,1,14,55,0,
I16,83,6,hp,1,2,50,0,
I16,83,7,hp,1,15,50,1,
I16,83,8,c,1,10,52,1,
I16,83,9,hp,1,17,57,1,
I16,83,10,c,1,,55,1,
I16,83,1,n,0,19,60,0,
I16,83,2,n,0,13,52,0,
I16,83,3,n,1,,61,0,
I16,83,4,n,1,2,62,0,
I16,83,5,n,0,9,39,0,
I16,86,1,hp,0,0,0,0,
I16,86,2,c,1,13,44,0,
I16,86,3,c,1,16,48,0,
I16,86,4,hp,1,15,49,0,
I16,86,5,hp,1,5,48,0,
I16,86,6,c,0,8,31,0,
I16,86,7,hp,0,6,40,0,
I16,86,8,hp,0,7,35,0,
I16,86,9,c,0,1,22,0,
I16,86,1,n,0,28,73,0,
I16,86,2,n,1,18,60,0,
I16,86,3,n,0,11,31,0,
I16,86,4,n,0,34,68,0,
I16,87,1,c,0,1,14,0,
I16,87,2,hp,0,2,6,0,
I16,87,3,c,0,3,27,0,
I16,87,4,c,0,0,6,0,
I16,87,5,hp,0,0,11,0,
I16,87,6,hp,1,,21,0,
I16,87,1,n,0,,27,0,
I16,87,2,n,0,5,32,0,
I16,87,3,n,0,0,,0,
I16,88,1,c,1,7,55,0,
I16,88,2,hp,0,23,56,0,
I16,88,3,c,0,28,62,0,
I16,88,4,hp,1,2,46,0,
I16,88,5,hp,0,0,0,1,
I16,88,6,c,0,9,42,1,
I16,88,1,n,0,6,28,0,
I16,88,2,n,0,7,31,0,
I16,88,3,n,0,6,33,0,
I16,89,1,c,1,1,9,0,
I16,89,2,c,0,0,0,0,
I16,89,3,hp,0,0,0,0,
I16,89,1,n,0,5,30,0,
I16,89,2,n,0,4,21,0,
I16,90,1,hp,0,8,46,0,
I16,90,2,c,0,0,31,0,
I16,90,3,hp,0,29,51,0,
I16,90,4,c,1,16,54,0,
I16,90,5,hp,0,25,50,0,
I16,90,6,c,0,12,54,0,
I16,90,7,hp,0,12,48,0,
I16,90,8,c,0,0,7,0,
I16,90,9,hp,0,5,30,0,
I16,90,10,c,0,5,28,0,
I16,90,1,n,0,3,44,0,
I16,90,2,n,0,9,38,0,
I16,90,3,n,0,2,35,0,
I16,90,4,n,0,3,23,0,
I16,90,5,n,0,7,42,0,
I17,91,1,c,0,34,53,0,
I17,91,2,hp,1,34,56,0,
I17,91,3,hp,0,27,47,1,
I17,91,4,c,1,35,55,1,
I17,91,5,c,1,26,50,1,
I17,91,6,hp,1,28,56,1,
I17,91,7,c,0,13,31,0,
I17,91,8,hp,1,26,51,1,
I17,91,9,c,0,18,45,1,
I17,91,10,hp,1,14,41,1,
I17,91,1,n,0,6,21,0,
I17,91,2,n,0,27,51,1,
I17,91,3,n,0,14,32,1,
I17,91,4,n,1,9,34,1,
I17,91,5,n,1,20,56,1,
I17,92,1,c,0,33,46,0,
I17,92,2,c,0,34,49,0,
I17,92,3,hp,0,39,53,0,
I17,92,4,hp,1,30,44,0,
I17,92,5,hp,1,31,49,0,
I17,92,6,c,0,38,53,0,
I17,92,7,hp,0,21,35,1,
I17,92,8,c,0,24,46,1,
I17,92,9,hp,0,32,50,1,
I17,92,10,c,0,8,28,1,
I17,92,1,n,0,11,57,0,
I17,92,2,n,0,1,6,0,
I17,92,3,n,0,21,51,0,
I17,92,4,n,0,4,32,1,
I17,92,5,n,0,0,0,1,
I17,93,1,hp,1,27,60,0,
I17,93,2,hp,1,28,51,0,
I17,93,3,hp,0,33,70,0,
I17,93,4,c,0,34,70,0,
I17,93,5,c,0,0,0,0,
I17,93,6,c,0,22,67,0,
I17,93,7,hp,0,7,,1,
I17,93,8,c,0,0,,1,
I17,93,9,hp,0,0,,1,
I17,93,1,n,1,29,59,0,
I17,93,2,n,1,25,54,0,
I17,93,3,n,0,5,24,0,
I17,93,4,n,0,24,57,0,
I17,94,1,c,1,19,38,0,
I17,94,2,hp,0,39,49,0,
I17,94,3,hp,0,40,50,0,
I17,94,4,c,0,41,46,0,
I17,94,5,hp,0,0,0,1,
I17,94,6,c,0,0,0,1,
I17,94,7,hp,0,14,17,1,
I17,94,8,c,0,14,31,1,
I17,94,9,c,1,26,45,1,
I17,94,10,hp,0,7,26,1,
I17,94,1,n,0,20,45,0,
I17,94,2,n,1,33,62,0,
I17,94,3,n,0,28,55,1,
I17,94,4,n,0,2,,1,
I17,94,5,n,0,0,11,1,
I17,95,1,hp,1,9,23,0,
I17,95,2,hp,1,,41,0,
I17,95,3,c,1,7,30,0,
I17,95,4,c,1,,47,0,
I17,95,5,c,1,10,36,0,
I17,95,6,hp,1,,57,0,
I17,95,7,c,1,15,56,0,
I17,95,8,c,0,0,0,1,
I17,95,9,hp,0,0,0,1,
I17,95,1,n,1,6,28,0,
I17,95,2,n,1,13,33,0,
I17,95,3,n,1,2,26,0,
I17,95,4,n,1,,60,0,
I17,95,5,n,0,8,42,0,
I17,96,1,c,1,,34,0,
I17,96,2,c,1,5,31,0,
I17,96,3,c,0,4,25,0,
I17,96,4,hp,0,18,44,0,
I17,96,5,hp,0,4,42,0,
I17,96,6,hp,0,14,33,0,
I17,96,7,hp,0,28,54,0,
I17,96,8,hp,0,0,9,0,
I17,96,9,c,1,2,20,0,
I17,96,10,c,0,0,3,0,
I17,96,1,n,0,5,31,0,
