Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,Seeds_estimate,Seeds_counted_including_estimated,fruit_length,Branch ,Comments,Seeds_model_OR_direct_count,Seeds_model_from_fruits_at least_5mm,Seeds_final
I4,7,5,c,0,0,,0,6,0,,0,-1.40234,0
I4,8,2,n,0,28,,28,40,0,,28,19.50154,28
I4,8,4,hp,0,19,,19,30,0,,19,13.35334,19
I4,8,2,hp,1,18,20,20,39,0,,19,18.88672,18.88672
I4,8,3,n,0,18,,18,34,0,,18,15.81262,18
I4,8,3,c,1,13,,,36,0,,17,17.04226,17.04226
I4,8,1,c,1,9,11,11,40,0,,20,19.50154,19.50154
I4,8,1,n,1,7,10,10,35,0,,16,16.42744,16.42744
I4,8,5,c,0,0,,0,5,0,,0,-2.01716,0
I4,8,6,hp,0,0,,0,5,0,,0,-2.01716,0
I4,9,3,hp,1,19,26,,37,0,,18,17.65708,19
I4,9,2,hp,1,16,,,39,0,,19,18.88672,18.88672
I4,9,1,n,1,13,,,38,0,,18,18.2719,18.2719
I4,9,2,n,0,10,,10,19,0,,10,6.59032,10
I4,9,1,c,1,6,,,39,0,,19,18.88672,18.88672
I4,10,1,c,0,32,,32,42,0,,32,20.73118,32
I4,10,6,hp,0,31,,31,49,0,,31,25.03492,31
I4,10,2,c,0,30,,30,43,0,,30,21.346,30
I4,10,4,hp,0,28,,28,43,0,,28,21.346,28
I4,10,1,n,0,28,,28,44,0,,28,21.96082,28
I4,10,3,n,0,22,,22,36,0,,22,17.04226,22
I4,10,3,hp,0,20,,20,44,0,,20,21.96082,20
I4,10,5,c,0,18,,18,44,0,,18,21.96082,18
I4,10,4,n,0,17,,17,34,0,,17,15.81262,17
I4,10,7,hp,0,14,,14,43,0,,14,21.346,14
I4,10,2,n,1,13,,,42,0,,21,20.73118,20.73118
I4,10,8,c,0,3,,3,11,0,,3,1.67176,3
I4,10,9,hp,0,0,,0,10,0,,0,1.05694,0
I4,10,10,c,0,0,,0,0,0,,0,0,0
I4,10,5,n,0,0,,0,0,0,,0,0,0
I4,11,1,n,0,36,,36,56,0,,36,29.33866,36
I4,11,3,hp,1,22,28,28,46,0,,23,23.19046,23.19046
I4,11,5,hp,1,14,,,57,0,,30,29.95348,29.95348
I4,11,3,n,0,11,,11,43,0,,11,21.346,11
I4,11,2,c,1,3,,,53,0,,27,27.4942,27.4942
I4,11,4,c,0,0,,0,3,0,,0,0,0
I4,11,6,c,0,0,,0,5,1,,0,-2.01716,0
I4,11,7,hp,0,0,,0,7,1,,0,-0.78752,0
I4,11,2,n,0,0,,0,26,0,,0,10.89406,0
I4,11,4,n,0,0,,0,4,1,,0,0,0
I4,11,1,c,1,,,,55,0,,29,28.72384,28.72384
I4,12,1,c,1,37,40,40,50,0,,26,25.64974,37
I4,12,1,n,0,37,,37,50,0,,37,25.64974,37
I4,12,2,n,0,36,,36,50,0,,36,25.64974,36
I4,12,2,c,1,28,,,56,0,,29,29.33866,29.33866
I4,12,4,n,0,25,,25,43,0,,25,21.346,25
I4,12,3,n,0,22,,22,38,0,,22,18.2719,22
I4,12,5,c,1,18,22,22,53,0,,27,27.4942,27.4942
I4,12,3,hp,0,12,,12,16,0,,12,4.74586,12
I4,12,7,c,0,11,,11,35,0,,11,16.42744,11
I4,12,6,hp,1,4,,,53,0,,27,27.4942,27.4942
I4,12,4,hp,0,0,,0,0,0,,0,0,0
I4,12,8,hp,0,0,,0,8,0,,0,-0.1727,0
I4,12,9,hp,0,0,,0,6,0,,0,-1.40234,0
I4,12,10,c,0,0,,0,0,0,,0,0,0
I4,12,5,n,0,0,,0,11,0,,0,1.67176,0
I4,13,1,c,0,46,,46,56,0,,46,29.33866,46
I4,13,3,hp,0,45,,45,59,0,,45,31.18312,45
I4,13,1,n,0,45,,45,57,0,,45,29.95348,45
I4,13,4,hp,0,42,,42,61,0,,42,32.41276,42
I4,13,2,c,1,25,33,,50,0,,26,25.64974,25.64974
I4,13,2,n,0,12,,12,38,0,,12,18.2719,12
I4,13,5,c,0,3,,3,26,0,,3,10.89406,3
I4,13,6,hp,0,0,,0,11,0,,0,1.67176,0
I4,13,3,n,0,0,,0,2,0,,0,0,0
I4,14,1,n,1,40,41,41,64,0,,34,34.25722,40
I4,14,4,n,1,31,33,33,55,0,,29,28.72384,31
I4,14,3,n,1,25,,,62,0,,33,33.02758,33.02758
I4,14,2,c,1,20,,20,72,0,,39,39.17578,39.17578
I4,14,2,n,1,20,32,32,57,0,,30,29.95348,29.95348
I4,14,3,c,1,14,,,56,0,,29,29.33866,29.33866
I4,14,4,hp,1,9,,,70,0,,38,37.94614,37.94614
I4,14,1,c,1,5,,,37,0,,18,17.65708,17.65708
I4,14,5,n,0,3,,3,22,0,,3,8.43478,3
I4,14,5,hp,1,1,,,69,0,,37,37.33132,37.33132
I4,14,8,hp,1,1,,,53,0,,27,27.4942,27.4942
I4,14,6,hp,0,0,,0,7,0,,0,-0.78752,0
I4,14,7,c,0,0,,0,11,0,,0,1.67176,0
I4,14,9,c,0,0,,0,9,0,,0,0.44212,0
I4,14,10,hp,0,0,,0,4,0,,0,0,0
I4,15,2,n,0,17,,17,43,0,,17,21.346,17
I4,15,2,hp,1,7,17,,43,0,,21,21.346,21.346
I4,15,1,c,0,5,,5,40,0,,5,19.50154,5
I4,15,1,n,1,5,6,6,25,0,,10,10.27924,10.27924
I4,15,3,hp,0,0,,0,22,0,,0,8.43478,0
I4,15,4,c,0,0,,0,0,0,,0,0,0
I4,17,2,hp,0,24,,24,42,0,,24,20.73118,24
I4,17,2,n,0,23,,23,41,0,,23,20.11636,23
I4,17,1,hp,0,21,,21,45,0,,21,22.57564,21
I4,17,7,hp,0,19,,19,35,0,,19,16.42744,19
I4,17,4,c,0,17,,17,40,0,,17,19.50154,17
I4,17,3,hp,0,15,,15,44,0,,15,21.96082,15
I4,17,1,n,0,14,,14,52,0,,14,26.87938,14
I4,17,6,c,0,8,,8,28,0,,8,12.1237,8
I4,17,5,c,0,4,,4,51,0,,4,26.26456,4
I4,17,3,n,0,2,,2,36,0,,2,17.04226,2
I4,17,4,n,0,1,,1,28,0,,1,12.1237,1
I4,17,8,c,0,0,,0,5,0,,0,-2.01716,0
I4,18,5,hp,0,17,,17,63,0,,17,33.6424,17
I4,18,7,hp,0,8,,8,50,0,,8,25.64974,8
I4,18,3,hp,0,6,,6,22,0,,6,8.43478,6
I4,18,6,c,0,1,,1,5,0,,1,-2.01716,1
I4,18,1,c,0,0,,0, ,0,,0,#VALUE!,0
I4,18,2,c,0,0,,0,0,0,,0,0,0
I4,18,4,hp,0,0,,0,0,0,,0,0,0
I4,18,8,c,0,0,,0,0,0,,0,0,0
I4,19,4,c,0,29,,29,58,0,,29,30.5683,29
I4,19,1,c,0,25,,25,51,0,,25,26.26456,25
I4,19,7,hp,1,18,,,52,0,,27,26.87938,26.87938
I4,19,6,hp,1,17,,,55,0,,29,28.72384,28.72384
I4,19,5,hp,1,16,20,20,56,0,,29,29.33866,29.33866
I4,19,5,n,0,14,,14,46,0,,14,23.19046,14
I4,19,8,hp,1,12,,,59,0,,31,31.18312,31.18312
I4,19,3,c,0,11,,11,55,0,,11,28.72384,11
I4,19,9,c,1,4,,,55,0,,29,28.72384,28.72384
I4,19,2,c,0,2,,2,16,0,,2,4.74586,2
I4,19,10,hp,0,0,,0,5,0,,0,-2.01716,0
I4,19,1,n,1,,,,62,0,,33,33.02758,33.02758
I4,19,2,n,1,,,,43,0,,21,21.346,21.346
I4,19,3,n,1,,,,25,0,,10,10.27924,10.27924
I4,19,4,n,1,,,,61,0,,32,32.41276,32.41276
I4,20,1,c,0, ,,, ,0,, ,#VALUE!,0
I4,20,3,hp,0,36,,36,40,0,,36,19.50154,36
I4,20,2,hp,0,33,,33,45,0,,33,22.57564,33
I4,20,4,c,0,0,,0,0,0,,0,0,0
I4,20,5,c,0,0,,0,0,0,,0,0,0
I4,20,1,n,1,,,,50,0,,26,25.64974,25.64974
I4,20,2,n,1,,,,37,0,,18,17.65708,17.65708
I4,20,3,n,1,,,,11,0,,2,1.67176,1.67176
I4,21,1,n,1,31,,,71,0,,39,38.56096,38.56096
I4,21,2,n,1,26,,,55,0,,29,28.72384,28.72384
I4,21,1,c,0,4,,4,13,0,,4,2.9014,4
I4,21,2,c,0,4,,4,7,0,,4,-0.78752,4
I4,21,3,hp,0,3,,3,20,0,,3,7.20514,3
I4,21,4,c,0,3,,3,6,0,,3,-1.40234,3
I4,21,3,n,0,2,,2,8,0,,2,-0.1727,2
I4,22,2,n,0,35,,35,54,0,,35,28.10902,35
I4,22,1,n,1,24,,,46,0,,23,23.19046,24
I4,22,3,n,0,10,,10,27,0,,10,11.50888,10
I4,22,4,c,0,6,,6,22,0,,6,8.43478,6
I4,22,6,hp,1,3,,,22,0,,8,8.43478,8.43478
I4,22,2,c,0,0,,0,0,0,,0,0,0
I4,22,3,c,1,,,0,30,0,,13,13.35334,13.35334
I4,24,3,hp,1,31,38,,61,1,,32,32.41276,32.41276
I4,24,7,c,1,25,,,57,1,,30,29.95348,29.95348
I4,24,6,hp,1,24,,,64,1,,34,34.25722,34.25722
I4,24,3,n,0,22,,22,43,0,,22,21.346,22
I4,24,1,c,1,21,,,57,1,,30,29.95348,29.95348
I4,24,1,n,0,19,,19,31,0,,19,13.96816,19
I4,24,4,n,0,15,,15,37,0,,15,17.65708,15
I4,24,2,hp,1,13,15,15,45,0,,23,22.57564,22.57564
I4,24,5,hp,1,11,,,63,1,,34,33.6424,33.6424
I4,24,9,hp,1,10,,,62,1,,33,33.02758,33.02758
I4,24,2,n,0,10,,10,29,0,,10,12.73852,10
I4,24,5,n,0,10,,10,32,0,,10,14.58298,10
I4,24,4,c,0,5,,5,23,1,,5,9.0496,5
I4,24,8,c,1,5,,,51,1,,26,26.26456,26.26456
I4,24,10,c,1,,,,27,1,,12,11.50888,11.50888
I4,25,8,hp,1,29,,,51,1,,26,26.26456,29
I4,25,2,n,1,12,,,45,0,,23,22.57564,22.57564
I4,25,5,c,1,6,,,37,1,,18,17.65708,17.65708
I4,25,1,c,1,5,,,35,0,,16,16.42744,16.42744
I4,25,3,n,1,4,,,46,0,,23,23.19046,23.19046
I4,25,2,hp,0,0,,0, ,0,,0,#VALUE!,0
I4,25,3,c,0,0,,0, ,0,,0,#VALUE!,0
I4,25,4,hp,0,0,,0, ,0,,0,#VALUE!,0
I4,25,6,c,0,0,,0,0,1,,0,0,0
I4,25,7,hp,0,0,,0,0,1,,0,0,0
I4,25,1,n,1,,,,26,0,,11,10.89406,10.89406
I4,25,4,n,1,,,,23,0,,9,9.0496,9.0496
I4,28,2,c,1,8,,,29,1,,13,12.73852,12.73852
I4,28,3,c,1,4,,,38,1,,18,18.2719,18.2719
I4,28,4,hp,1,2,,,16,1,,5,4.74586,4.74586
I4,28,1,hp,1,,,,20,1,,7,7.20514,7.20514
I4,28,1,n,1,,,,47,0,,24,23.80528,23.80528
I4,28,2,n,1,,,,49,0,,25,25.03492,25.03492
I4,29,6,c,1,14,,,52,0,,27,26.87938,26.87938
I4,29,5,c,1,12,,,32,0,,15,14.58298,14.58298
I4,29,2,n,1,10,,,57,0,,30,29.95348,29.95348
I4,29,1,hp,1,5,,,51,0,,26,26.26456,26.26456
I4,29,4,n,1,2,,,18,0,,6,5.9755,5.9755
I4,29,2,c,0,1,,1,11,0,,1,1.67176,1
I4,29,3,hp,1,,,,43,0,,21,21.346,21.346
I4,29,4,c,1,,,,30,0,,13,13.35334,13.35334
I4,29,1,n,1,,,,40,0,,20,19.50154,19.50154
I4,29,3,n,1,,,,32,0,,15,14.58298,14.58298
I4,30,1,hp,0,0,,0,0,0,,0,0,0
I4,30,2,c,0,0,,0,0,0,,0,0,0
I4,30,3,c,0,0,,0,0,0,,0,0,0
I7,128,6,c,1,18,20,20,69,0,,16,16.07172,18
I7,128,1,n,0,18,,18,50,0,,18,11.85467,18
I7,128,2,n,0,15,,15,62,0,,15,14.51807,15
I7,128,1,hp,0,11,,11,66,0,,11,15.40587,11
I7,128,2,hp,0,10,,10,48,0,,10,11.41077,10
I7,128,9,hp,0,7,,7,61,0,,7,14.29612,7
I7,128,7,hp,1,6,13,,63,0,,15,14.74002,14.74002
I7,128,3,n,0,4,,4,53,0,,4,12.52052,4
I7,128,4,n,0,3,,3,19,1,,3,4.97422,3
I7,128,4,c,0,1,,1,18,1,,1,4.75227,1
I7,128,3,c,0,0,,0,2,0,,0,0,0
I7,128,5,hp,0,0,,0,0,1,,0,0,0
I7,128,8,c,1,0,6,,47,0,,11,11.18882,11.18882
I7,129,1,n,0,35,,35,55,0,,35,12.96442,35
I7,129,1,c,0,20,,20,62,0,,20,14.51807,20
I7,129,3,n,0,15,,15,51,0,,15,12.07662,15
I7,129,2,c,0,12,,12,61,0,,12,14.29612,12
I7,129,2,n,1,7,12,12,56,0,,13,13.18637,13.18637
I7,129,3,hp,0,4,,4,55,0,,4,12.96442,4
I7,129,4,hp,0,4,,4,48,0,,4,11.41077,4
I7,129,5,hp,0,4,,4,42,0,,4,10.07907,4
I7,129,6,c,0,0,,0,0,0,,0,0,0
I7,130,2,n,0,22,,22,45,0,,22,10.74492,22
I7,130,1,c,0,0,,0,2,0,,0,0,0
I7,130,2,hp,0,0,,0,0,0,,0,0,0
I7,130,4,c,0,0,,0,0,0,,0,0,0
I7,130,1,n,0,0,,0,6,0,,0,2.08887,0
I7,131,3,n,0,48,,48,61,0,,48,14.29612,48
I7,131,1,c,0,22,,22,59,0,,22,13.85222,22
I7,131,1,n,0,19,,19,30,0,,19,7.41567,19
I7,131,2,c,0,16,,16,55,0,,16,12.96442,16
I7,131,4,hp,1,13,17,17,56,0,,13,13.18637,13.18637
I7,131,2,n,0,7,,7,14,0,,7,3.86447,7
I7,131,5,hp,0,5,,5,44,0,,5,10.52297,5
I7,131,3,hp,0,0,,0,16,0,,0,4.30837,0
I7,131,6,c,0,0,,0,6,0,,0,2.08887,0
I7,134,1,c,0,2,,2,66,0,,2,15.40587,2
I7,134,6,c,0,2,,2,65,0,,2,15.18392,2
I7,134,2,hp,0,0,,0,1,0,,0,0,0
I7,134,3,hp,0,0,,0,6,0,,0,2.08887,0
I7,134,4,c,0,0,,0, ,0,,0,#VALUE!,0
I7,134,5,hp,0,0,,0,4,0,,0,0,0
I7,134,1,n,0,0,,0,53,0,,0,12.52052,0
I7,134,2,n,0,0,,0,43,0,,0,10.30102,0
I7,134,3,n,0,0,,0,31,0,,0,7.63762,0
I7,135,3,c,0,24,,24,44,0,,24,10.52297,24
I7,135,1,hp,0,17,,17,45,0,,17,10.74492,17
I7,135,1,n,0,15,,15,42,0,,15,10.07907,15
I7,135,2,n,0,12,,12,41,0,,12,9.85712,12
I7,135,2,c,0,8,,8,36,0,,8,8.74737,8
I7,136,2,c,0,15,,15,55,0,,15,12.96442,15
I7,136,1,n,0,12,,12,47,0,,12,11.18882,12
I7,136,5,hp,0,2,,2,45,0,,2,10.74492,2
I7,136,4,hp,0,1,,1,41,0,,1,9.85712,1
I7,136,3,hp,0,0,,0,34,0,,0,8.30347,0
I7,136,2,n,0,0,,0,8,0,,0,2.53277,0
I7,137,1,n,0,5,,5,53,0,,5,12.52052,5
I7,137,1,c,0,1,,1,64,0,,1,14.96197,1
I7,137,2,c,0,1,,1,33,0,,1,8.08152,1
I7,137,3,hp,0,0,,0,5,0,,0,1.86692,0
I7,137,4,hp,0,0,,0,0,0,,0,0,0
I7,137,5,c,0,0,,0,0,0,,0,0,0
I7,137,6,hp,0,0,,0,0,0,,0,0,0
I7,137,2,n,0,0,,0,22,0,,0,5.64007,0
I7,137,3,n,0,0,,0,11,0,,0,3.19862,0
I7,138,3,n,0,11,,11,31,0,,11,7.63762,11
I7,138,2,c,0,4,,4,55,0,,4,12.96442,4
I7,138,1,n,0,4,,4,51,0,,4,12.07662,4
I7,138,2,n,0,2,,2,22,0,,2,5.64007,2
I7,138,3,hp,0,1,,1,35,0,,1,8.52542,1
I7,138,1,hp,0,0,,0,54,0,,0,12.74247,0
I7,138,4,c,0,0,,0,5,0,,0,1.86692,0
I7,138,6,hp,0,0,,0,10,1,,0,2.97667,0
I7,139,2,n,0,26,,26,47,0,,26,11.18882,26
I7,139,3,n,0,18,,18,45,0,,18,10.74492,18
I7,139,1,n,0,9,,9,35,0,,9,8.52542,9
I7,139,3,hp,1,5,,,55,0,,13,12.96442,12.96442
I7,139,4,hp,1,2,,,43,0,,10,10.30102,10.30102
I7,139,5,c,0,0,,0,27,0,,0,6.74982,0
I7,139,6,c,0,0,,0,23,0,,0,5.86202,0
I7,139,2,hp,1,,,,59,0,,14,13.85222,13.85222
I7,140,3,n,0,14,,14,63,0,,14,14.74002,14
I7,140,1,c,0,11,,11,32,0,,11,7.85957,11
I7,140,1,n,0,9,,9,57,0,,9,13.40832,9
I7,140,6,c,0,5,,5,19,0,,5,4.97422,5
I7,140,2,n,0,2,,2,63,0,,2,14.74002,2
I7,140,2,hp,0,0,,0,5,0,,0,1.86692,0
I7,140,3,c,0,0,,0,0,0,,0,0,0
I7,140,4,hp,0,0,,0,0,0,,0,0,0
I7,140,5,hp,1,0,1,,12,0,,3,3.42057,3.42057
I7,141,2,n,0,29,,29,66,0,,29,15.40587,29
I7,141,1,n,0,16,,16,57,0,,16,13.40832,16
I7,141,3,n,0,11,,11,33,0,,11,8.08152,11
I7,141,2,hp,0,10,,10,51,0,,10,12.07662,10
I7,141,1,c,0,7,,7,41,0,,7,9.85712,7
I7,141,3,hp,0,4,,4,31,0,,4,7.63762,4
I7,141,5,c,0,4,,4,25,0,,4,6.30592,4
I7,141,6,c,0,3,,3,29,0,,3,7.19372,3
I7,141,4,hp,0,0,,0,6,0,,0,2.08887,0
